aX,aY,aZ,gX,gY,gZ,target
3313,-9630,581,369,-13,28,0
3329,-9453,1468,329,55,-35,0
3398,-9353,1926,67,69,-130,0
3186,-9317,1915,-305,60,-185,0
2940,-9295,1568,-689,-21,-196,0
2979,-9203,908,-912,-140,-180,0
3125,-9296,415,-867,-207,-135,0
3125,-9283,355,-637,-205,-64,0
3040,-9092,452,-373,-154,15,0
3007,-8924,579,-149,-103,93,0
2905,-8804,797,14,-78,190,0
2812,-8809,1072,96,-67,292,0
2746,-8827,1320,81,-71,374,0
2771,-8882,1608,-3,-128,447,0
2739,-9098,1756,-127,-240,493,0
2505,-9726,1425,-257,-354,472,0
2400,-10678,532,-338,-406,349,0
2700,-11005,-459,-315,-371,128,0
2924,-10597,-1035,-209,-279,-87,0
3004,-9956,-1094,-29,-92,-206,0
2967,-9401,-715,176,127,-229,0
2897,-9041,119,272,233,-198,0
2972,-8815,751,205,234,-127,0
2961,-8836,1041,82,204,-52,0
2955,-9030,1166,-2,149,20,0
2921,-9077,1106,-42,71,74,0
2850,-9062,863,-46,-13,112,0
2709,-9255,563,-11,-86,155,0
2656,-9472,294,28,-97,167,0
2486,-9775,247,12,-27,153,0
2431,-10027,305,-28,83,117,0
2476,-9850,574,-53,157,56,0
2658,-9537,948,-68,177,-3,0
2927,-9393,1156,-55,192,-18,0
2925,-9414,1488,-22,150,0,0
2903,-9389,1637,-39,33,27,0
2922,-9393,1377,-110,-104,58,0
2921,-9332,919,-170,-208,78,0
2862,-9571,361,-164,-233,110,0
2857,-9908,-296,-84,-178,120,0
2961,-9958,-493,45,-82,86,0
2960,-9974,-264,161,35,48,0
2936,-9838,146,217,150,16,0
2825,-9700,632,188,194,0,0
2725,-9794,1239,47,164,-9,0
2693,-9830,1522,-170,89,-47,0
2642,-9799,1322,-362,9,-95,0
2630,-9756,1116,-463,-66,-138,0
2628,-9648,936,-499,-107,-164,0
2683,-9423,653,-482,-101,-169,0
2722,-9208,519,-388,-59,-134,0
2751,-9110,609,-238,-30,-45,0
2927,-9167,818,-98,-41,31,0
2935,-9319,900,-14,-55,79,0
2818,-9618,705,20,-78,95,0
2881,-9793,539,43,-108,67,0
2776,-9771,344,54,-133,34,0
2825,-9675,84,39,-139,8,0
2929,-9778,-38,28,-123,-13,0
2786,-10224,-246,10,-54,-17,0
2728,-10763,-243,0,40,-61,0
2443,-11578,4,1,138,-133,0
2089,-12772,195,20,218,-200,0
2090,-14026,492,115,202,-311,0
2162,-15347,891,269,116,-542,0
2115,-16064,1404,368,19,-933,0
1929,-15950,1666,314,-98,-1431,0
1556,-15708,1626,140,-174,-1867,0
1015,-15809,1262,-94,-232,-2198,0
571,-16897,299,-290,-292,-2539,0
632,-17873,-1146,-332,-238,-2959,0
976,-17775,-1941,-136,6,-3437,0
1291,-16469,-1322,162,345,-3932,0
1763,-14182,80,404,598,-4336,0
1816,-11769,1359,457,612,-4548,0
2093,-9331,2017,284,433,-4524,0
2778,-7152,2126,-12,186,-4335,0
3550,-5485,1975,-355,-6,-4128,0
4025,-4552,1704,-688,-108,-3913,0
4134,-4877,1240,-984,-188,-3777,0
4143,-5707,428,-1192,-226,-3852,0
5089,-4211,-84,-1234,-98,-4032,0
5089,-4211,-84,-1234,-98,-4032,0
6033,-1960,-64,-986,32,-4305,0
5977,-708,571,-669,201,-4488,0
6015,906,1520,-578,340,-4407,0
6118,2423,1807,-683,281,-4064,0
6182,3213,1462,-783,55,-3637,0
6000,3457,944,-746,-186,-3200,0
5667,2581,325,-532,-277,-2818,0
5510,1489,-539,-221,-221,-2654,0
5631,1673,-967,78,-24,-2735,0
5469,3087,-798,287,299,-2906,0
4946,5583,-219,340,648,-2956,0
4587,8882,93,346,975,-2714,0
4268,12961,-1104,200,1205,-2424,0
4753,18410,-1052,92,1502,-1844,0
6748,23429,877,416,1779,-587,0
8060,28743,3051,557,1743,1553,0
7524,31119,3713,145,1353,4718,0
5825,27966,2734,-440,645,8094,0
2280,22429,1629,-911,38,11273,0
-2983,15550,334,-819,-449,14181,0
-9945,9195,547,519,-890,16655,0
-20984,1867,1793,2796,-1112,17453,0
30120,-14214,2197,4878,-1058,17453,0
26309,30313,4802,6136,-1211,17453,0
31587,26309,12838,5871,-1752,15658,0
-16138,26396,18427,3525,-1216,8424,0
-11484,26430,13701,-173,319,-160,0
-18338,27318,10219,-2421,2037,-6101,0
-18699,-28777,10374,-4244,2707,-8329,0
-12596,-20324,9377,-5974,2175,-8684,0
-6093,-16999,6290,-5881,1637,-8806,0
-2919,-15871,2622,-3592,1440,-8951,0
-3181,-14271,250,-562,1273,-8851,0
-4704,-11456,67,1444,912,-8669,0
-5832,-7434,1573,1759,404,-8767,0
-5223,-2154,2824,809,-180,-9353,0
-4948,2940,3465,-640,-595,-10165,0
-4154,8577,3987,-2138,-662,-10971,0
-2433,13929,3217,-3251,-809,-11176,0
1434,21467,930,-3519,-1299,-10541,0
5172,30410,-1187,-2737,-1496,-8438,0
7704,-26310,-2171,-1163,-1241,-4333,0
9132,-26310,-1881,542,-752,1071,0
8051,-28983,-1534,1530,-380,6292,0
4908,27396,-1541,1758,-173,10305,0
823,18020,-1561,1931,10,13137,0
-5630,10757,-809,2624,242,15115,0
-14934,4142,146,3828,529,16560,0
-26250,-6463,-38,4793,869,17420,0
-29648,-23619,363,4908,1107,16862,0
-26803,26588,5231,4149,545,14680,0
-12458,26309,9715,1820,245,9752,0
-3137,26542,9481,-1035,971,3453,0
-6023,28383,9256,-1844,2053,-1414,0
-8652,-26926,9814,-1783,2233,-3838,0
-6858,-16999,9207,-2288,1244,-4418,0
-3138,-10774,7149,-2802,-12,-3964,0
57,-7874,4418,-2584,-838,-3154,0
1822,-7695,2127,-1742,-1126,-2248,0
2536,-8171,984,-890,-1025,-1432,0
2837,-7983,1090,-363,-762,-851,0
2790,-7915,1820,-105,-560,-495,0
2903,-8309,2093,-62,-487,-364,0
3790,-8596,1699,-123,-495,-407,0
4217,-8310,968,-209,-493,-509,0
3849,-8369,179,-258,-434,-602,0
3609,-8625,-663,-221,-384,-689,0
3313,-8536,-1260,-126,-352,-695,0
2932,-8449,-1474,1,-311,-602,0
2711,-8419,-1284,162,-230,-435,0
2631,-8383,-806,284,-118,-231,0
2612,-8466,-95,322,-43,-21,0
2716,-8759,645,278,-51,150,0
2828,-8992,1176,179,-118,259,0
2814,-9159,1399,90,-204,295,0
2729,-9464,1236,65,-266,273,0
2745,-9595,944,108,-292,227,0
2614,-9517,763,192,-282,184,0
2361,-9702,508,292,-238,158,0
2371,-9763,366,410,-178,125,0
2357,-9597,593,490,-134,88,0
2174,-9677,890,446,-119,55,0
2109,-9797,1158,272,-173,28,0
2279,-9816,1216,-11,-282,-13,0
2321,-9698,1012,-295,-367,-79,0
2258,-9688,666,-467,-412,-111,0
2297,-9753,259,-515,-437,-127,0
2421,-9632,52,-445,-398,-147,0
2406,-9614,-58,-313,-320,-141,0
2431,-9556,-220,-190,-230,-121,0
2597,-9512,-246,-41,-125,-66,0
2597,-9512,-246,-41,-125,-66,0
2553,-9623,-125,126,-28,9,0
2492,-9738,190,259,41,66,0
2456,-9711,492,327,69,88,0
2403,-9645,786,329,63,93,0
2426,-9611,1193,229,17,82,0
2476,-9573,1429,-1,-63,36,0
2561,-9517,1177,-270,-142,-34,0
2547,-9474,660,-430,-180,-85,0
2475,-9502,282,-440,-153,-109,0
2468,-9398,128,-347,-91,-113,0
2473,-9288,152,-214,-41,-100,0
2602,-9173,307,-90,-26,-69,0
2745,-9174,359,-26,-45,-27,0
2877,-9191,213,-12,-71,12,0
2918,-9217,-37,-21,-74,39,0
2755,-9468,-263,-33,-41,45,0
2551,-9662,-396,-19,9,59,0
2317,-9747,-192,11,64,80,0
2238,-9893,62,0,85,68,0
2440,-9845,172,-61,93,9,0
2533,-9654,284,-128,116,-41,0
2468,-9556,413,-173,120,-68,0
2469,-9429,397,-194,86,-76,0
2521,-9308,320,-135,47,-38,0
2540,-9209,312,9,15,33,0
2549,-9166,323,146,-13,96,0
2395,-9360,360,235,-29,163,0
2208,-9772,263,265,-26,194,0
2243,-10168,174,269,5,161,0
2247,-10339,247,269,52,104,0
2209,-10254,440,235,100,31,0
2324,-10009,598,137,119,-47,0
2439,-9773,748,12,118,-98,0
2485,-9528,852,-96,92,-114,0
2560,-9391,835,-162,34,-91,0
2572,-9386,735,-168,-33,-38,0
2518,-9397,621,-125,-86,24,0
2479,-9384,453,-67,-134,73,0
2454,-9414,234,-4,-149,104,0
2376,-9575,34,46,-126,116,0
2382,-9638,-10,65,-79,100,0
2393,-9579,86,46,-25,81,0
2294,-9684,208,-10,22,59,0
2370,-9736,362,-82,53,28,0
2423,-9683,533,-126,58,4,0
2370,-9656,662,-124,36,-8,0
2355,-9577,602,-97,-6,-14,0
2373,-9443,373,-67,-55,-8,0
2378,-9463,62,-19,-75,13,0
2512,-9466,-73,45,-45,30,0
2466,-9487,43,95,9,44,0
2322,-9556,227,99,63,43,0
2270,-9682,385,77,93,30,0
2300,-9864,457,56,102,8,0
2291,-9860,542,60,93,-23,0
2286,-9712,563,59,46,-45,0
2440,-9584,462,43,10,-55,0
2549,-9426,446,5,-1,-45,0
2573,-9329,452,-31,9,-20,0
2552,-9407,555,-55,14,11,0
2488,-9556,691,-64,13,31,0
2365,-9761,772,-64,-3,46,0
2213,-10132,690,-78,-45,53,0
2179,-10557,466,-77,-76,39,0
2282,-10938,398,-24,-82,10,0
2075,-11376,391,34,-95,-32,0
1910,-11992,298,64,-109,-114,0
2153,-12334,232,98,-118,-259,0
2136,-12349,422,144,-129,-415,0
1810,-12477,683,178,-121,-569,0
1640,-12586,656,162,-127,-695,0
1394,-12962,458,142,-151,-775,0
1207,-13840,177,191,-139,-886,0
1488,-14680,179,285,-66,-1111,0
1691,-15063,695,233,-64,-1453,0
1873,-14687,1422,36,-121,-1902,0
2500,-13527,1509,-176,-153,-2354,0
2412,-12615,1223,-277,-157,-2661,0
2213,-11509,1239,-335,-180,-2829,0
2381,-10546,851,-387,-250,-2824,0
2619,-10393,329,-348,-313,-2714,0
2953,-11237,33,-219,-339,-2611,0
3557,-11718,-409,-13,-336,-2665,0
4182,-11051,-662,324,-269,-2864,0
4409,-9970,10,692,-144,-3086,0
4223,-8840,1134,811,-101,-3256,0
4149,-7358,1727,573,-206,-3297,0
4234,-6574,1866,98,-395,-3228,0
4622,-6283,1466,-404,-601,-3135,0
4953,-6001,642,-731,-729,-3037,0
4953,-6001,642,-731,-729,-3037,0
5165,-6046,-123,-838,-720,-2963,0
5315,-5922,-830,-826,-645,-2911,0
5335,-5559,-1380,-744,-540,-2851,0
5456,-5278,-1488,-610,-373,-2810,0
5367,-5390,-993,-516,-191,-2828,0
5437,-5042,-487,-499,-18,-2969,0
5450,-4227,231,-499,85,-3131,0
5638,-3348,986,-554,56,-3259,0
6021,-1940,1155,-650,-91,-3305,0
6258,-893,985,-711,-272,-3198,0
6450,-122,551,-798,-427,-3011,0
6516,380,-262,-936,-498,-2788,0
6166,520,-1126,-1121,-462,-2613,0
5855,993,-1586,-1334,-322,-2551,0
5423,1750,-1624,-1477,-130,-2579,0
4600,3172,-1570,-1504,67,-2680,0
4043,5327,-1381,-1401,252,-2798,0
4209,8123,-1126,-1236,399,-2851,0
5372,11782,-1052,-988,619,-2710,0
7546,16392,-2339,-903,833,-2404,0
9494,20472,-2888,-517,1234,-1340,0
9915,23702,-1930,377,1700,845,0
9259,25124,-683,1422,1921,3803,0
8130,23794,379,2285,1967,6810,0
5458,20138,1483,2623,1937,9607,0
1626,16000,2179,2597,1773,12143,0
-3391,11569,2813,2660,1461,14472,0
-10708,7178,3857,3070,1065,16535,0
-20240,1831,5657,3437,621,17453,0
31798,-12566,7581,3350,115,17453,0
26309,-32762,5025,3168,-960,17453,0
30517,26309,4069,4403,-1837,15023,0
-16571,26309,10342,6059,-1112,8668,0
-10788,26482,17611,5599,828,1477,0
-17540,29157,19382,3704,2693,-3971,0
-18954,-24508,17986,531,2537,-6513,0
-13977,-16949,15317,-3613,1031,-7119,0
-7953,-14851,11148,-6573,-190,-7172,0
-4095,-14770,7522,-7081,-473,-7233,0
-3061,-14541,3774,-5593,-332,-7283,0
-3442,-12443,617,-3219,-102,-7420,0
-3508,-9422,-262,-1056,243,-7448,0
-3096,-6463,1174,256,482,-7368,0
-2036,-3349,2764,435,445,-7429,0
-592,119,2850,-156,230,-7786,0
532,3359,2827,-883,79,-8310,0
1285,5740,3250,-1883,81,-8707,0
2112,9026,3725,-3141,0,-8844,0
2814,11247,3666,-4295,-304,-8500,0
4303,13215,2670,-4882,-841,-7700,0
6939,17189,1116,-4511,-1324,-6221,0
9093,21623,-835,-2939,-1575,-3843,0
9463,24194,-1659,-361,-1516,-636,0
9468,23317,-1296,2186,-1190,2851,0
8545,19561,-810,3635,-985,5867,0
6064,15926,-662,3889,-891,8277,0
3045,11511,-88,3610,-638,10436,0
-1358,7216,755,3395,-392,12271,0
-7464,3011,1940,3195,-90,13677,0
-15013,-4909,2802,2457,198,14463,0
-21684,-19703,1411,1008,1,14219,0
-19658,29786,1405,-287,-1127,12201,0
-8312,26309,-348,-1229,-1806,8485,0
-101,26529,-2105,-829,-998,4255,0
-1394,32123,-1098,1105,443,770,0
-5154,-23763,1583,2703,1302,-1234,0
-5803,-16890,4093,2570,1254,-2036,0
-3996,-12419,4764,1110,836,-2162,0
-1677,-10043,3835,-528,424,-1911,0
183,-9652,2464,-1691,136,-1559,0
1125,-10173,1399,-2239,83,-1255,0
1438,-10564,1098,-2185,234,-1018,0
1831,-10691,1575,-1686,382,-869,0
1896,-10360,2020,-1060,382,-794,0
2244,-9748,2232,-397,323,-824,0
2703,-9103,2440,134,175,-847,0
2749,-8461,2306,415,-47,-851,0
2754,-8030,1698,494,-252,-821,0
2794,-7665,889,480,-423,-718,0
2812,-7236,15,413,-528,-569,0
2707,-7253,-605,279,-525,-347,0
2412,-7729,-991,76,-457,-93,0
2100,-8810,-1256,-106,-320,117,0
1984,-10182,-1394,-147,-136,225,0
2133,-10850,-1205,18,64,188,0
2299,-10786,-537,309,225,54,0
2357,-10455,377,568,272,-67,0
2275,-10078,1088,682,198,-122,0
2270,-9715,1405,673,63,-113,0
2281,-9450,1375,622,-93,-64,0
2372,-9273,1218,558,-232,-9,0
2372,-9273,1218,558,-232,-9,0
2394,-9200,1106,485,-322,35,0
2230,-9263,942,382,-351,76,0
2025,-9452,803,268,-330,125,0
1847,-9824,490,150,-300,148,0
1936,-10157,2,85,-229,115,0
2096,-10194,-221,118,-91,26,0
2178,-9951,65,181,71,-81,0
2123,-9665,580,175,180,-143,0
2212,-9417,972,89,191,-160,0
2393,-9180,1133,-37,135,-157,0
2462,-9117,1098,-163,84,-131,0
2434,-9093,985,-248,37,-90,0
2421,-9038,851,-257,4,-44,0
2361,-9004,751,-165,-7,11,0
2276,-8982,815,25,0,82,0
2223,-8933,1143,225,-6,159,0
2154,-8927,1307,342,-58,230,0
2019,-9244,1383,371,-110,286,0
1966,-9592,1462,286,-136,306,0
1971,-9805,1388,112,-140,279,0
1968,-10133,1175,-96,-115,200,0
1927,-10326,877,-290,-61,79,0
1851,-10307,629,-391,-17,-45,0
1865,-10186,562,-386,17,-137,0
1916,-10004,512,-325,45,-171,0
2065,-9773,523,-225,80,-169,0
2164,-9616,693,-83,99,-137,0
2182,-9492,938,59,72,-86,0
2243,-9360,1092,166,9,-22,0
2308,-9247,1052,232,-55,37,0
2226,-9267,1036,247,-101,82,0
2133,-9301,1160,180,-127,101,0
2124,-9277,1126,45,-139,108,0
2048,-9500,1029,-64,-131,113,0
2073,-9835,899,-87,-104,82,0
2215,-9915,815,-44,-84,28,0
2293,-9787,827,18,-70,-8,0
2260,-9642,872,45,-67,-14,0
2153,-9563,865,31,-76,4,0
2141,-9541,836,0,-96,41,0
2209,-9624,731,-34,-119,68,0
2201,-9767,509,-36,-108,84,0
2144,-9907,410,23,-70,85,0
2060,-9949,554,99,-43,82,0
2013,-9878,673,127,-7,82,0
1898,-9839,832,112,26,76,0
1805,-9942,990,65,44,62,0
1794,-10091,1021,14,44,44,0
1928,-10152,934,-9,39,1,0
2036,-10055,921,-3,46,-58,0
2043,-9912,1023,4,56,-92,0
1990,-9720,1066,-7,40,-105,0
2019,-9557,1018,-29,4,-102,0
2030,-9464,902,-49,-17,-85,0
2062,-9381,792,-58,-13,-51,0
2116,-9369,824,-33,-16,-6,0
2190,-9464,875,3,-42,28,0
2239,-9493,833,39,-58,58,0
2170,-9490,893,64,-66,84,0
1978,-9585,943,67,-76,105,0
1800,-9863,945,34,-83,121,0
1885,-10197,768,-9,-77,95,0
2018,-10191,731,-35,-51,24,0
2036,-10052,899,-56,-15,-38,0
2084,-9993,933,-84,-1,-68,0
2185,-9897,756,-105,-9,-87,0
2154,-9866,683,-74,-17,-76,0
2108,-9878,682,-19,-25,-57,0
2053,-9865,730,14,-35,-42,0
1994,-9859,719,23,-36,-35,0
1974,-9798,703,34,-28,-39,0
1959,-9677,724,36,-29,-56,0
2004,-9561,691,35,-33,-69,0
2044,-9457,657,36,-34,-61,0
2041,-9371,744,44,-30,-35,0
2008,-9392,782,43,-30,-20,0
1904,-9532,688,35,-20,-22,0
1960,-9608,700,48,11,-39,0
2091,-9431,885,62,34,-66,0
2182,-9195,956,49,39,-81,0
2229,-9057,969,31,45,-66,0
2229,-9019,1087,20,31,-26,0
2229,-9049,1098,1,-3,20,0
2189,-9123,1011,-1,-46,63,0
2124,-9233,960,9,-87,97,0
2100,-9273,961,7,-113,127,0
2099,-9239,1005,-6,-135,151,0
2042,-9432,954,-31,-148,164,0
1995,-9718,720,-46,-151,151,0
2024,-9754,567,-22,-141,109,0
2015,-9602,624,3,-120,67,0
2015,-9602,624,3,-120,67,0
2025,-9390,648,0,-100,44,0
2035,-9293,694,-25,-98,57,0
2075,-9307,719,-50,-112,100,0
2031,-9459,664,-67,-121,143,0
1762,-9860,675,-67,-118,184,0
1503,-10525,696,-42,-107,222,0
1351,-11430,768,0,-87,210,0
1385,-12409,1017,35,-77,103,0
1442,-13260,1310,39,-66,-84,0
1188,-14031,1462,66,-48,-340,0
794,-14815,1763,144,-54,-606,0
457,-16044,1907,214,-105,-871,0
486,-16621,1995,276,-181,-1214,0
515,-16358,2479,344,-300,-1581,0
420,-15829,2828,292,-475,-1904,0
305,-15280,2601,30,-650,-2120,0
190,-15517,1944,-330,-775,-2261,0
435,-16594,768,-604,-801,-2553,0
824,-17239,-529,-675,-634,-3078,0
875,-17151,-1455,-550,-172,-3766,0
790,-15962,-1324,-308,466,-4537,0
477,-14005,-23,-197,854,-5210,0
464,-11711,1632,-373,859,-5655,0
837,-9387,2881,-704,594,-5801,0
1252,-7441,3386,-1057,105,-5703,0
1308,-6556,3184,-1387,-463,-5632,0
1452,-6384,2065,-1702,-909,-5725,0
1783,-5804,354,-1891,-996,-5967,0
1794,-4869,-1021,-1924,-767,-6281,0
1381,-2965,-1228,-1959,-385,-6593,0
963,-507,-536,-1896,-76,-6676,0
1734,1708,683,-2016,26,-6789,0
2146,4179,835,-2457,-104,-6749,0
2512,8801,413,-2687,-387,-6630,0
3000,12852,32,-2461,-384,-6187,0
3806,16611,-545,-1823,28,-5397,0
4061,20861,-1262,-1121,531,-4194,0
3493,24893,-997,-493,1028,-2551,0
3927,28159,-46,-32,1487,-655,0
5759,29775,1653,274,1769,1549,0
6621,29976,3618,578,1750,4094,0
6794,28098,4483,1008,1306,6797,0
6207,24577,4042,1624,606,9532,0
3745,20177,3147,2404,-4,12414,0
-2434,14475,1948,3388,-281,15328,0
-12762,7421,1958,4591,-229,17453,0
-25527,727,2753,5868,-37,17453,0
26642,-16685,4465,6310,463,17453,0
26309,26971,6246,5460,283,17453,0
-31910,26309,14980,4680,-454,14622,0
-7655,26642,24486,2699,333,6266,0
-9803,26366,19606,565,1487,-2085,0
-20856,28537,16595,-240,1405,-7127,0
-19372,-23985,16611,-2688,317,-8958,0
-12265,-14317,12609,-5901,-895,-8984,0
-6719,-11648,6623,-7177,-1804,-8195,0
-3086,-11224,-76,-6039,-2009,-7562,0
-2086,-11329,-6516,-3598,-1447,-7288,0
-1862,-10433,-6198,-1075,-404,-7386,0
-2260,-7114,-988,249,490,-7638,0
-2912,-2205,2038,36,949,-8226,0
-2961,2457,3465,-964,901,-8946,0
-2425,7193,4102,-2079,542,-9598,0
-1936,12708,3186,-2899,173,-9995,0
-416,16849,2622,-3214,-216,-9636,0
1600,22498,1441,-3107,-656,-8456,0
3499,29836,-222,-2209,-808,-6243,0
7099,-30373,116,-547,-519,-2972,0
10035,-30428,1559,839,-37,820,0
8445,30951,2123,1238,29,4389,0
5090,23776,1744,1275,-256,7330,0
2394,16867,1315,1707,-634,9657,0
-226,12295,1043,2522,-978,11503,0
-4789,8048,1286,3438,-1144,13185,0
-12355,3674,1862,4432,-1045,14763,0
-23675,-4059,2885,5078,-666,16025,0
-30728,-20029,1845,4626,-675,16103,0
-29800,27208,920,3747,-1507,14492,0
-14444,26309,4668,2664,-1650,10467,0
-2300,26565,7952,593,140,5766,0
-2790,27998,5310,-703,1756,1420,0
-7088,-28125,5563,327,2195,-1220,0
-7990,-20477,8077,1386,1533,-2276,0
-6002,-15937,8028,820,475,-2519,0
-4006,-12486,5539,-439,-294,-2328,0
-2446,-10828,2698,-1227,-667,-2012,0
-909,-10588,907,-1369,-674,-1727,0
126,-10500,283,-1144,-433,-1530,0
618,-9953,481,-748,-118,-1439,0
1075,-9274,1120,-360,160,-1432,0
1075,-9274,1120,-360,160,-1432,0
1489,-8529,1739,-105,320,-1458,0
2038,-7549,2054,-4,341,-1474,0
2619,-6652,1907,-30,198,-1427,0
2802,-6155,1583,-140,-22,-1263,0
2808,-6015,961,-255,-229,-983,0
2810,-6142,152,-320,-431,-656,0
2950,-6442,-709,-287,-555,-351,0
3076,-7069,-1462,-164,-516,-95,0
3038,-7826,-1778,18,-366,117,0
2813,-8588,-1452,192,-169,265,0
2569,-9365,-1012,264,44,301,0
2622,-9809,-416,256,235,258,0
2748,-10028,430,176,323,189,0
2642,-10119,1010,17,312,90,0
2491,-10030,1138,-144,265,9,0
2274,-9769,1061,-207,193,2,0
1950,-9633,1082,-139,118,64,0
1650,-9699,1171,17,61,159,0
1468,-9833,1294,186,27,227,0
1306,-9920,1422,311,11,251,0
1138,-9863,1631,391,-1,267,0
1221,-9871,1891,439,-61,291,0
1455,-9901,1994,411,-173,302,0
1626,-9877,1760,283,-278,294,0
1715,-9927,1431,130,-345,291,0
1732,-9994,1181,11,-387,289,0
1826,-10185,822,-74,-401,256,0
1966,-10427,253,-86,-351,191,0
2146,-10497,-254,17,-212,95,0
2128,-10266,-489,187,-25,2,0
1982,-9938,-283,349,160,-46,0
1735,-9708,162,434,298,-33,0
1556,-9652,624,401,355,12,0
1589,-9714,1033,250,353,45,0
1568,-9817,1292,54,337,35,0
1410,-10011,1398,-95,337,31,0
1252,-10236,1479,-152,296,32,0
1319,-10362,1516,-151,223,0,0
1331,-10349,1496,-119,172,-52,0
1240,-10162,1458,-56,131,-100,0
1161,-9999,1243,30,85,-127,0
1350,-9773,863,124,84,-143,0
1575,-9443,787,214,136,-138,0
1620,-9257,1149,245,202,-111,0
1631,-9207,1665,181,247,-77,0
1684,-9140,1893,50,234,-54,0
1739,-9208,1939,-65,175,-23,0
1850,-9403,1874,-125,77,25,0
1891,-9586,1641,-132,-22,77,0
1658,-9846,1290,-80,-87,119,0
1488,-10112,999,22,-115,136,0
1484,-10204,960,152,-112,129,0
1526,-10196,1103,227,-77,94,0
1571,-10139,1201,221,-15,29,0
1637,-9915,1314,160,35,-42,0
1671,-9677,1429,65,80,-85,0
1652,-9574,1570,-31,123,-87,0
1617,-9573,1737,-83,120,-56,0
1587,-9605,1851,-80,80,-28,0
1581,-9629,1902,-39,44,-11,0
1622,-9648,1917,5,23,12,0
1638,-9633,1950,37,-16,29,0
1630,-9799,1799,52,-72,27,0
1749,-9839,1526,57,-97,-8,0
1774,-9664,1389,61,-79,-59,0
1713,-9463,1374,41,-56,-97,0
1719,-9259,1318,-1,-50,-97,0
1825,-9092,1294,-41,-51,-72,0
1807,-9076,1316,-72,-52,-42,0
1685,-9178,1351,-92,-58,4,0
1638,-9426,1374,-75,-68,67,0
1577,-9749,1377,-26,-94,118,0
1489,-9997,1337,28,-136,123,0
1558,-10039,1247,48,-166,88,0
1690,-9921,1119,25,-152,40,0
1697,-9806,962,-19,-105,-9,0
1667,-9628,854,-62,-43,-60,0
1592,-9482,852,-64,30,-73,0
1482,-9487,993,-23,102,-50,0
1400,-9538,1213,23,139,-17,0
1443,-9609,1391,69,125,11,0
1612,-9689,1551,105,90,34,0
1697,-9726,1662,111,59,39,0
1632,-9692,1654,83,22,27,0
1571,-9628,1600,47,-21,20,0
1565,-9565,1510,12,-65,32,0
1558,-9524,1356,-21,-100,47,0
1511,-9532,1128,-32,-113,51,0
1489,-9571,944,-16,-85,50,0
1526,-9575,928,2,-24,55,0
1533,-9550,1136,11,18,67,0
1533,-9550,1136,11,18,67,0
1544,-9492,1398,-2,26,71,0
1568,-9407,1526,-49,3,62,0
1585,-9280,1557,-96,-36,67,0
1602,-9263,1515,-112,-72,88,0
1594,-9329,1440,-102,-98,119,0
1595,-9450,1358,-80,-103,153,0
1547,-9659,1291,-58,-102,176,0
1459,-9990,1061,-47,-100,176,0
1479,-10146,876,-47,-74,145,0
1543,-10146,933,-49,-41,110,0
1553,-10163,1016,-75,-5,72,0
1559,-10102,1035,-113,29,33,0
1509,-10037,1054,-134,47,15,0
1500,-10042,1066,-124,50,20,0
1507,-10112,1045,-80,44,39,0
1537,-10246,976,-7,45,53,0
1601,-10248,1039,79,60,47,0
1620,-10126,1215,142,67,30,0
1625,-9948,1392,144,71,14,0
1570,-9842,1505,84,68,6,0
1401,-9900,1496,6,43,26,0
1391,-10026,1410,-39,6,51,0
1511,-10157,1349,-45,-23,62,0
1546,-10263,1376,-29,-33,59,0
1568,-10410,1391,-5,-27,44,0
1516,-10474,1432,24,-12,25,0
1350,-10631,1558,63,-11,19,0
1193,-10917,1635,85,-27,13,0
1132,-11193,1655,84,-55,3,0
1052,-11520,1637,78,-83,-1,0
676,-12135,1586,69,-77,-4,0
23,-12854,1727,41,-15,-44,0
-424,-13955,2073,-24,30,-104,0
-918,-15530,2454,-120,-1,-193,0
-1148,-17444,2853,-221,-60,-461,0
-985,-18949,3367,-266,-138,-983,0
-1096,-19278,3422,-173,-272,-1740,0
-1310,-18195,3098,52,-435,-2597,0
-1127,-16467,3061,178,-602,-3289,0
-620,-14272,2892,110,-739,-3738,0
-67,-12310,2381,-59,-795,-4075,0
545,-11132,1868,-332,-776,-4264,0
1189,-10534,1191,-640,-710,-4299,0
1431,-10806,683,-798,-609,-4323,0
1838,-11175,294,-753,-468,-4485,0
2069,-11591,31,-495,-270,-4771,0
2306,-11419,71,-235,-124,-5169,0
2322,-9706,737,-82,-58,-5643,0
2372,-7340,1701,-126,-95,-6016,0
2795,-4771,2308,-425,-302,-6187,0
2888,-2002,2587,-847,-584,-5950,0
3608,563,1926,-1124,-937,-5306,0
5675,1207,1060,-1437,-1149,-4797,0
6899,861,-289,-2148,-1294,-4210,0
5966,644,-849,-2559,-1226,-3595,0
5534,160,-1659,-2543,-899,-3310,0
5728,-717,-2072,-2502,-568,-3185,0
6019,-894,-2073,-2515,-304,-3176,0
5970,45,-1813,-2415,-73,-3234,0
5279,1294,-1162,-2066,151,-3199,0
4637,3083,-764,-1596,330,-2992,0
4253,5403,-891,-1100,435,-2784,0
3888,8038,-1270,-600,532,-2784,0
4180,11861,-1558,-197,729,-2997,0
5223,16442,-1346,-69,1171,-3268,0
7073,22008,-697,-325,1730,-2970,0
